Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
2362.11328,-40.05729,1.29800E-11,5.34039E+8,5.99576E-5
2362.75293,-41.06703,1.29843E-11,5.96079E+8,5.98450E-5
2363.40625,-42.06067,1.29593E-11,4.50836E+8,5.97852E-5
2364.04688,-43.05839,1.29598E-11,5.00850E+8,5.99366E-5
2364.69531,-44.07571,1.29635E-11,4.61774E+8,5.99565E-5
2365.33496,-45.07149,1.29563E-11,5.30602E+8,5.98995E-5
2365.97852,-46.05248,1.29571E-11,4.35161E+8,6.00140E-5
2366.62305,-47.07597,1.29525E-11,6.64203E+8,5.99619E-5
2367.26953,-48.07526,1.29552E-11,8.27214E+8,5.99335E-5
2367.91113,-49.05733,1.29403E-11,5.01622E+8,6.00295E-5
2368.55176,-50.06368,1.29384E-11,6.28460E+8,6.00090E-5
2369.19434,-51.06876,1.29380E-11,4.74460E+8,5.99274E-5
2369.84570,-52.05655,1.29279E-11,4.51368E+8,5.99441E-5
2370.49121,-53.06328,1.29299E-11,4.39467E+8,6.01028E-5
2371.13281,-54.07251,1.29182E-11,5.80832E+8,6.01165E-5
2371.78418,-55.05748,1.29193E-11,5.50090E+8,6.00558E-5
2372.42480,-56.07010,1.29164E-11,4.75934E+8,6.01186E-5
2373.06543,-57.07191,1.29112E-11,5.22890E+8,5.99018E-5
2373.71582,-58.06421,1.29153E-11,5.61103E+8,6.00445E-5
2374.35742,-59.06530,1.29047E-11,4.11433E+8,5.99316E-5
2375.00000,-60.07187,1.29092E-11,4.62271E+8,6.00614E-5
2375.63965,-61.06061,1.29076E-11,4.29254E+8,6.00133E-5
2376.28027,-62.06293,1.28907E-11,4.96267E+8,6.01563E-5
2376.92969,-63.06881,1.28963E-11,5.42502E+8,6.01699E-5
2377.56934,-64.06284,1.28987E-11,4.68697E+8,6.01774E-5
2378.21973,-65.06813,1.28887E-11,5.94907E+8,6.00647E-5
2378.86230,-66.07027,1.28872E-11,4.97493E+8,6.01479E-5
2379.51465,-67.04697,1.28899E-11,5.32506E+8,5.99718E-5
2380.16309,-68.07167,1.28766E-11,5.06322E+8,6.00335E-5
2380.81445,-69.06339,1.28746E-11,4.37528E+8,6.00128E-5
2381.46484,-70.04762,1.28761E-11,5.03995E+8,6.01084E-5
2382.11426,-71.04906,1.28803E-11,4.73902E+8,6.00648E-5
2382.75586,-72.06880,1.28745E-11,6.68840E+8,6.02085E-5
2383.40137,-73.05302,1.28707E-11,4.25378E+8,6.00357E-5
2384.04199,-74.07199,1.28737E-11,5.34524E+8,6.00903E-5
2384.69141,-75.06100,1.28652E-11,5.03568E+8,6.00591E-5
2385.33594,-76.04092,1.28664E-11,4.30416E+8,6.00570E-5
2385.98926,-77.05283,1.28665E-11,4.15381E+8,6.01331E-5
2386.63770,-78.06494,1.28727E-11,5.70826E+8,6.00366E-5
2387.28809,-79.06583,1.28601E-11,6.48629E+8,6.01555E-5
2387.93750,-80.05718,1.28530E-11,4.64589E+8,6.02541E-5
2388.58789,-81.04964,1.28549E-11,4.24821E+8,6.01538E-5
2389.22754,-82.04776,1.28666E-11,4.02578E+8,6.01169E-5
2389.86719,-83.06881,1.28544E-11,3.79506E+8,6.01697E-5
2390.50586,-84.07162,1.28453E-11,5.09378E+8,6.02531E-5
2391.14844,-85.07134,1.28533E-11,4.29321E+8,6.00538E-5
2391.78711,-86.05653,1.28367E-11,4.67085E+8,6.02297E-5
2392.43066,-87.06521,1.28491E-11,4.65451E+8,6.01595E-5
2393.07617,-88.07910,1.28440E-11,3.48014E+8,6.01136E-5
2393.71680,-89.05325,1.28463E-11,3.35664E+8,6.02105E-5
2394.35742,-90.06772,1.28394E-11,2.41366E+8,6.01831E-5
2394.99805,-91.06149,1.28273E-11,1.66906E+8,6.00671E-5
2395.64063,-92.06877,1.28360E-11,6.41934E+7,6.01053E-5
2396.28418,-93.05827,1.30095E-11,9.71449E+6,6.01068E-5
2396.92773,-94.06135,1.72649E-11,517782.00000,5.75049E-5
2397.57031,-94.92734,-2.63631E-10,18481.30000,-5.74514E-5
2398.26953,-94.90352,-6.10300E-11,6526.96000,-6.39175E-5
2398.97461,-94.83906,-1.83500E-11,6626.16000,-6.98262E-5
2399.65527,-94.81400,4.59745E-10,6024.92000,-7.47126E-5
2400.38184,-94.78510,4.38724E-10,6341.59000,-7.92859E-5
2401.05566,-94.75489,5.01126E-11,7731.26000,-8.32251E-5
2401.75879,-94.75356,4.09539E-10,6988.88000,-8.66157E-5
2402.44434,-94.70580,6.21105E-11,8290.54000,-8.95972E-5
2403.18555,-94.74230,4.99364E-11,8324.28000,-9.22396E-5
2403.87109,-94.75437,3.96862E-10,6984.43000,-9.44795E-5
2404.55762,-94.75971,3.93428E-10,6847.42000,-9.64155E-5
2405.23145,-94.76629,4.08083E-10,6752.68000,-9.79688E-5
2405.90527,-94.76859,4.16924E-10,6687.72000,-9.90859E-5
2406.59180,-94.77332,5.73039E-11,7632.77000,-9.98173E-5
2407.30859,-94.78037,3.26188E-11,7633.69000,-0.00010
2407.99316,-94.77677,4.14134E-10,6625.20000,-9.99982E-5
