Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
3791.55469,-64.05682,1.29360E-11,-1.92036E+8,6.01527E-5
3792.20703,-65.04886,1.29025E-11,-1.27736E+8,6.01601E-5
3792.86035,-66.05641,1.28734E-11,-2.70067E+8,6.00886E-5
3793.50977,-67.04748,1.29100E-11,-7.80699E+8,6.01974E-5
3794.15234,-68.05272,1.28721E-11,-1.87154E+8,6.02421E-5
3794.79395,-69.05988,1.28622E-11,-3.99668E+8,6.02307E-5
3795.43457,-70.05188,1.28802E-11,-4.82470E+8,6.02406E-5
3796.07520,-71.06799,1.28525E-11,-2.55134E+8,6.02868E-5
3796.71680,-72.05726,1.29289E-11,-2.52225E+8,6.02010E-5
3797.35840,-73.06475,1.29037E-11,-3.12604E+8,6.01632E-5
3798.00781,-74.05088,1.28643E-11,-4.43316E+8,6.03576E-5
3798.65234,-75.07312,1.28810E-11,-2.01085E+8,6.02921E-5
3799.30176,-76.06226,1.28956E-11,-4.23411E+8,6.02859E-5
3799.94238,-77.05550,1.28831E-11,-2.95459E+8,6.01458E-5
3800.58691,-78.06638,1.28641E-11,-3.64318E+8,6.02260E-5
3801.22559,-79.05007,1.29204E-11,-2.17782E+8,6.01685E-5
3801.87598,-80.05075,1.28865E-11,-2.03072E+8,6.02032E-5
3802.51855,-81.07643,1.28997E-11,1.81721E+9,6.02907E-5
3803.17090,-82.05566,1.28329E-11,-3.98542E+8,6.02707E-5
3803.81250,-83.06522,1.28308E-11,-3.20990E+8,6.02264E-5
3804.46484,-84.07814,1.28904E-11,-3.30890E+8,6.03856E-5
3805.11621,-85.08494,1.28588E-11,-1.72396E+9,6.02850E-5
3805.76758,-86.05924,1.28521E-11,-7.65928E+8,6.03327E-5
3806.40820,-87.06947,1.28683E-11,-9.36844E+8,6.01886E-5
3807.05176,-88.08697,1.29344E-11,5.70873E+7,6.03517E-5
3807.69238,-89.04777,1.29267E-11,5.83678E+6,6.02282E-5
3808.33301,-90.07681,7.34753E-11,7603.90000,-2.73033E-5
3809.06934,-90.07780,5.37948E-10,5914.45000,-6.32276E-5
3809.77441,-90.04327,5.19999E-10,6149.23000,-6.89521E-5
3810.46094,-90.01254,5.17414E-10,6396.17000,-7.40446E-5
3811.13477,-89.97876,4.94411E-10,6744.42000,-7.85736E-5
3811.80957,-89.96152,4.64945E-10,7066.44000,-8.25531E-5
3812.52148,-89.95042,4.34813E-10,7495.09000,-8.60254E-5
3813.20605,-89.92441,4.39037E-10,7634.15000,-8.91682E-5
3813.88086,-89.92429,1.26154E-10,9850.75000,-9.17592E-5
3814.58301,-89.95035,4.30669E-10,7509.80000,-9.41167E-5
3815.26758,-89.95078,4.39794E-10,7360.54000,-9.61244E-5
3815.95313,-89.94131,9.33815E-11,9299.24000,-9.77214E-5
3816.66211,-89.96033,1.13156E-10,9259.59000,-9.89219E-5
3817.33691,-89.96306,1.00170E-10,9164.72000,-9.96973E-5
3818.02051,-89.96613,4.51636E-10,7134.61000,-0.00010
3818.71680,-89.96144,4.47443E-10,7136.44000,-0.00010
