Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
4304.29883,-28.05694,9.76512E-12,-1.67460E+8,5.98312E-5
4304.94043,-29.06787,9.77387E-12,1.05978E+9,5.99279E-5
4305.58105,-30.04230,9.77696E-12,-3.21411E+8,5.99005E-5
4306.22363,-31.06525,9.77433E-12,5.28530E+9,6.00030E-5
4306.87891,-32.05099,9.77735E-12,-2.41421E+9,6.00116E-5
4307.52148,-33.05496,9.76897E-12,-7.85657E+8,5.99578E-5
4308.17578,-34.05021,9.72487E-12,-6.16435E+8,6.00556E-5
4308.82422,-35.06694,9.78236E-12,-1.90558E+9,5.99988E-5
4309.46484,-36.07278,9.77734E-12,-3.52941E+8,6.00514E-5
4310.11133,-37.05632,9.80015E-12,-7.89028E+8,5.99455E-5
4310.75195,-38.05505,9.76368E-12,-2.57011E+8,6.00214E-5
4311.39160,-39.08796,9.74904E-12,-4.30079E+8,6.01492E-5
4312.03516,-40.05468,9.79240E-12,-3.36959E+8,6.00497E-5
4312.67871,-41.07038,9.83232E-12,-5.30418E+8,6.01454E-5
4313.32129,-42.08117,9.73880E-12,-3.86667E+8,6.01214E-5
4313.97363,-43.05949,9.74272E-12,-6.17899E+8,6.01071E-5
4314.61621,-44.06944,9.75613E-12,-4.71777E+8,5.99994E-5
4315.25879,-45.07313,9.71861E-12,-2.35200E+8,6.00191E-5
4315.89941,-46.05289,9.77103E-12,-7.07039E+8,6.00771E-5
4316.54004,-47.05540,9.76150E-12,-3.97107E+8,6.01693E-5
4317.19434,-48.07103,9.74296E-12,1.78596E+10,6.00271E-5
4317.83691,-49.05975,9.74875E-12,-4.60216E+9,6.01052E-5
4318.48535,-50.07337,9.74418E-12,-3.02812E+9,6.01241E-5
4319.12598,-51.08654,9.70348E-12,-5.11391E+8,6.02747E-5
4319.76660,-52.04407,9.72655E-12,-9.82887E+8,6.01821E-5
4320.41895,-53.06622,9.73608E-12,-6.26174E+8,6.01219E-5
4321.06055,-54.07119,9.72228E-12,-3.30365E+8,6.02477E-5
4321.70410,-55.05055,9.70492E-12,-1.20530E+9,6.02344E-5
4322.34766,-56.05947,9.69634E-12,4.26347E+9,6.01281E-5
4323.00195,-57.06311,9.72669E-12,-8.95586E+8,6.03293E-5
4323.64648,-58.05342,9.69046E-12,-4.09397E+8,6.01145E-5
4324.28906,-59.07442,9.71440E-12,-6.78663E+8,6.02318E-5
4324.93652,-60.06457,9.71660E-12,-7.62179E+8,6.01115E-5
4325.57813,-61.04979,9.70475E-12,-3.15551E+8,6.01158E-5
4326.21875,-62.05869,9.73675E-12,-3.04641E+9,6.02786E-5
4326.87109,-63.07120,9.74726E-12,-5.59224E+8,6.02983E-5
4327.51465,-64.05721,9.70533E-12,-2.70677E+9,6.02961E-5
4328.15527,-65.06194,9.65362E-12,-2.77503E+8,6.03148E-5
4328.79883,-66.06693,9.70152E-12,-4.33289E+8,6.01823E-5
4329.45020,-67.05576,9.71357E-12,-4.47195E+8,6.03570E-5
4330.09570,-68.06578,9.68459E-12,-4.51870E+8,6.01900E-5
4330.73926,-69.05422,9.75804E-12,-3.20814E+8,6.03353E-5
4331.38086,-70.04932,9.68418E-12,-5.17584E+8,6.04037E-5
4332.02930,-71.04887,9.75783E-12,-4.95314E+8,6.02551E-5
4332.67578,-72.05650,9.65293E-12,-5.89588E+8,6.02626E-5
4333.32910,-73.05647,9.66448E-12,-2.05399E+9,6.03323E-5
4333.97656,-74.06468,9.66228E-12,-2.91885E+8,6.02495E-5
4334.62793,-75.06007,9.71891E-12,-5.32875E+8,6.02609E-5
4335.27148,-76.04595,9.72843E-12,-2.99772E+8,6.02497E-5
4335.91211,-77.06142,9.67568E-12,1.02892E+9,6.02803E-5
4336.55664,-78.07761,9.69629E-12,-8.40180E+8,6.02920E-5
4337.20117,-79.04861,9.68413E-12,2.78055E+8,6.02802E-5
4337.84375,-80.06102,9.73290E-12,-5.06550E+8,6.02387E-5
4338.48633,-81.07143,9.63994E-12,-2.21441E+9,6.01977E-5
4339.13867,-82.06715,9.66603E-12,-2.07994E+9,6.04201E-5
4339.78223,-83.05068,9.70748E-12,-4.54891E+8,6.02110E-5
4340.43457,-84.05432,9.64292E-12,-1.22522E+9,6.03155E-5
4341.08105,-85.07723,9.62327E-12,-4.97248E+8,6.03674E-5
4341.72266,-86.05167,9.65697E-12,-1.91955E+8,6.03325E-5
4342.36328,-87.07253,9.67810E-12,-1.08721E+9,6.03669E-5
4343.00586,-88.08293,9.64373E-12,-7.32911E+8,6.04055E-5
4343.66016,-89.06054,9.66895E-12,3.99800E+8,6.03245E-5
4344.30078,-90.07947,9.67391E-12,-6.31319E+8,6.04066E-5
4344.95020,-91.07884,9.65577E-12,-2.42006E+9,6.03850E-5
4345.60059,-92.05594,9.66514E-12,-8.24973E+8,6.03932E-5
4346.24805,-93.05798,9.66997E-12,-8.05279E+8,6.03304E-5
4346.88867,-94.06325,9.66716E-12,1.24245E+10,6.02733E-5
4347.52930,-95.05730,9.72634E-12,-1.08118E+9,6.03687E-5
4348.17188,-96.06365,9.71412E-12,-6.56345E+8,6.04234E-5
4348.81445,-97.06007,9.71268E-12,-3.33532E+8,6.02800E-5
4349.46094,-98.06909,9.72178E-12,-2.61661E+8,6.04584E-5
4350.11230,-99.06536,9.65960E-12,-1.27738E+9,6.03455E-5
4350.75195,-100.07222,9.69074E-12,-1.34285E+9,6.04005E-5
4351.40430,-101.07000,9.65449E-12,-4.76607E+8,6.03206E-5
4352.05273,-102.07234,9.67223E-12,5.19071E+9,6.05020E-5
4352.70410,-103.08571,9.69361E-12,-1.38951E+9,6.04407E-5
4353.34961,-104.05008,9.65466E-12,3.09186E+9,6.04065E-5
4353.99121,-105.07070,9.67037E-12,-7.37776E+8,6.05184E-5
4354.63379,-106.08553,9.64415E-12,3.42186E+9,6.04799E-5
4355.27539,-107.06849,9.65101E-12,-8.82256E+8,6.03620E-5
4355.91602,-108.07674,9.64008E-12,-5.47642E+8,6.04763E-5
4356.55957,-109.06570,9.68027E-12,8.90509E+8,6.03647E-5
4357.20117,-110.05299,9.70433E-12,3.78661E+8,6.03498E-5
4357.84180,-111.06252,9.63126E-12,1.46024E+8,6.04727E-5
4358.49219,-112.08530,9.63675E-12,3.46779E+7,6.05483E-5
4359.13672,-113.06347,9.75563E-12,9.94198E+6,6.03138E-5
4359.78906,-114.06409,1.50380E-11,920327.00000,5.99901E-5
4360.51074,-115.03754,-5.51591E-11,6319.60000,-5.60710E-5
4361.23730,-114.98527,-1.44033E-11,6275.38000,-6.34147E-5
4361.92188,-114.97814,4.76584E-10,5779.28000,-6.92569E-5
4362.64551,-114.93191,1.05427E-11,6800.32000,-7.42477E-5
4363.38867,-114.87561,-2.68581E-10,9613.26000,-7.87607E-5
4364.13086,-114.88503,2.55611E-11,7603.09000,-8.26994E-5
