Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
6662.16992,-50.06036,9.66525E-12,-2.53765E+8,6.03089E-5
6662.80859,-51.07868,9.68000E-12,-4.33722E+8,6.03270E-5
6663.45020,-52.04760,9.69874E-12,1.17097E+9,6.02983E-5
6664.08984,-53.06739,9.67092E-12,-5.40554E+8,6.02879E-5
6664.73047,-54.05552,9.65028E-12,-4.18188E+9,6.02576E-5
6665.37305,-55.05721,9.67784E-12,-6.99393E+8,6.03837E-5
6666.01660,-56.06577,9.64700E-12,-1.99212E+8,6.03980E-5
6666.65625,-57.06532,9.66173E-12,-3.64494E+8,6.03840E-5
6667.29492,-58.05117,9.64603E-12,-4.29467E+8,6.03233E-5
6667.94336,-59.06746,9.65084E-12,-2.65256E+9,6.04254E-5
6668.58496,-60.06005,9.66281E-12,-2.85629E+8,6.04075E-5
6669.22559,-61.04130,9.68634E-12,-3.76576E+8,6.03566E-5
6669.87891,-62.06959,9.64626E-12,1.12354E+9,6.03890E-5
6670.52734,-63.07048,9.62798E-12,7.62156E+8,6.04212E-5
6671.17090,-64.05115,9.65696E-12,-3.30229E+8,6.03797E-5
6671.82129,-65.05650,9.60051E-12,-4.18634E+8,6.04922E-5
6672.46387,-66.08309,9.61735E-12,-1.16362E+9,6.04456E-5
6673.11230,-67.04028,9.62827E-12,-7.42882E+8,6.03570E-5
6673.75781,-68.05260,9.61325E-12,-2.52596E+8,6.03840E-5
6674.41211,-69.05279,9.64564E-12,-7.88552E+8,6.03585E-5
6675.05371,-70.05081,9.63517E-12,-3.59754E+8,6.05420E-5
6675.70508,-71.04885,9.69349E-12,-4.23323E+8,6.03505E-5
6676.35254,-72.06882,9.68780E-12,-3.89609E+8,6.03910E-5
6676.99316,-73.05746,9.61634E-12,8.91641E+8,6.03308E-5
6677.63379,-74.04877,9.64204E-12,-1.44161E+9,6.03628E-5
6678.27734,-75.05488,9.64108E-12,3.32983E+9,6.04412E-5
6678.93066,-76.04169,9.65266E-12,-2.61318E+8,6.03807E-5
6679.57422,-77.04593,9.62063E-12,-2.23516E+8,6.05320E-5
6680.21387,-78.07830,9.64481E-12,-4.00563E+8,6.04694E-5
6680.85645,-79.06069,9.65884E-12,-6.34387E+8,6.05837E-5
6681.49707,-80.05972,9.66129E-12,-5.40100E+8,6.04037E-5
6682.14063,-81.06548,9.62576E-12,-8.35812E+8,6.05176E-5
6682.78223,-82.05639,9.64313E-12,-4.80429E+8,6.04565E-5
6683.42676,-83.04852,9.63630E-12,-7.28157E+8,6.05082E-5
6684.07227,-84.06774,9.65225E-12,-3.33638E+8,6.03655E-5
6684.71777,-85.07790,9.65105E-12,-4.71021E+8,6.05031E-5
6685.36133,-86.04929,9.65444E-12,-4.19937E+8,6.03987E-5
6686.01367,-87.06517,9.64295E-12,3.50034E+8,6.05520E-5
6686.65527,-88.08355,9.64823E-12,-2.63779E+9,6.04551E-5
6687.29980,-89.06450,9.58797E-12,1.31360E+9,6.04835E-5
6687.94238,-90.06628,9.62814E-12,-2.23270E+8,6.05256E-5
6688.58594,-91.06086,9.62481E-12,-6.54187E+8,6.03930E-5
6689.22754,-92.05924,9.64581E-12,-8.84607E+8,6.04139E-5
6689.86914,-93.07574,9.62871E-12,-3.21283E+8,6.05316E-5
6690.51660,-94.08070,9.62812E-12,-3.06313E+8,6.05180E-5
6691.16016,-95.06502,9.61968E-12,-2.55913E+8,6.06407E-5
6691.81055,-96.07213,9.61882E-12,-3.03889E+8,6.05034E-5
6692.45508,-97.07735,9.66840E-12,-2.05313E+8,6.05386E-5
6693.10742,-98.07523,9.67280E-12,1.18944E+9,6.05481E-5
6693.75781,-99.07429,9.62239E-12,-4.30449E+8,6.03960E-5
6694.39746,-100.07317,9.66102E-12,6.76869E+8,6.03914E-5
6695.03711,-101.05558,9.60216E-12,-4.29913E+8,6.04855E-5
6695.67969,-102.06831,9.63130E-12,6.63882E+8,6.04767E-5
6696.32227,-103.07108,9.58580E-12,-3.48738E+8,6.05910E-5
6696.96680,-104.05107,9.63034E-12,6.67038E+9,6.04300E-5
6697.61719,-105.06852,9.64275E-12,-2.56082E+8,6.06456E-5
6698.25879,-106.08043,9.63622E-12,-3.00864E+8,6.04965E-5
6698.90527,-107.05148,9.59850E-12,-4.13468E+8,6.04590E-5
6699.54785,-108.07323,9.62061E-12,-1.38783E+10,6.05531E-5
6700.18848,-109.05814,9.65543E-12,-2.96403E+9,6.04877E-5
6700.83301,-110.04877,9.60213E-12,-3.38203E+9,6.05658E-5
6701.47461,-111.07104,9.62304E-12,-3.55179E+8,6.06179E-5
6702.11719,-112.06586,9.66248E-12,5.77562E+8,6.05286E-5
6702.76074,-113.05503,9.65850E-12,4.79158E+8,6.04842E-5
6703.41113,-114.07357,9.59156E-12,6.14638E+7,6.06377E-5
6704.05273,-115.06593,9.72151E-12,1.61769E+7,6.05896E-5
6704.69434,-116.04083,1.42946E-11,1.25901E+6,5.99196E-5
6705.33496,-117.06583,-2.55878E-10,17681.00000,-5.55182E-5
6706.06152,-117.02697,-6.19321E-11,6633.46000,-6.30465E-5
6706.77051,-116.97517,4.37463E-10,5752.23000,-6.89365E-5
6707.45703,-116.94788,-9.24377E-12,7021.48000,-7.41198E-5
