Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
3097.56152,-72.05479,1.29043E-11,-3.69594E+8,6.01740E-5
3098.20117,-73.05305,1.29016E-11,-3.84852E+8,6.01349E-5
3098.84082,-74.05922,1.29065E-11,-3.91039E+8,6.02058E-5
3099.48438,-75.07407,1.29010E-11,-2.61448E+8,6.02906E-5
3100.12402,-76.05299,1.29063E-11,-3.47457E+8,6.03473E-5
3100.77246,-77.06186,1.28639E-11,-1.68143E+8,6.02874E-5
3101.41602,-78.07129,1.28926E-11,-3.90898E+8,6.01873E-5
3102.05566,-79.05179,1.29284E-11,-1.84944E+8,6.02874E-5
3102.70898,-80.06070,1.28633E-11,-4.10425E+8,6.01989E-5
3103.34766,-81.05200,1.28839E-11,-3.02552E+8,6.02119E-5
3104.00098,-82.04997,1.28563E-11,2.24555E+9,6.01878E-5
3104.64258,-83.06738,1.28784E-11,-5.53051E+8,6.02250E-5
3105.28320,-84.06871,1.28888E-11,-4.66546E+8,6.02764E-5
3105.92480,-85.07244,1.28793E-11,-4.91945E+8,6.01327E-5
3106.56836,-86.05947,1.28904E-11,-5.02127E+8,6.03301E-5
3107.20996,-87.07815,1.28899E-11,6.49708E+8,6.02701E-5
3107.85156,-88.07979,1.28874E-11,7.02631E+7,6.02294E-5
3108.49414,-89.06454,1.34036E-11,5.18340E+6,6.03035E-5
3109.13574,-90.08688,3.14318E-11,7486.17000,-5.53121E-5
3109.87109,-90.01131,5.27907E-10,5841.18000,-6.34279E-5
3110.56152,-89.98299,5.22322E-10,6021.32000,-6.91516E-5
3111.24414,-89.96243,4.87713E-10,6349.74000,-7.42484E-5
3111.92578,-89.94923,5.33642E-11,8428.64000,-7.87364E-5
3112.63965,-89.90804,7.73115E-11,8914.35000,-8.25819E-5
3113.32520,-89.90096,8.47626E-11,9339.93000,-8.61824E-5
3114.00488,-89.86774,8.97946E-11,9686.24000,-8.91906E-5
3114.68066,-89.87685,4.14697E-10,7539.20000,-9.18353E-5
3115.36816,-89.89979,4.17724E-10,7436.56000,-9.42048E-5
3116.05469,-89.88639,4.14838E-10,7305.38000,-9.61695E-5
3116.73438,-89.89465,9.29478E-11,9117.77000,-9.77494E-5
3117.43652,-89.91436,4.54184E-10,7064.51000,-9.89456E-5
3118.13086,-89.91267,4.53890E-10,7031.62000,-9.97246E-5
3118.81445,-89.91347,4.33187E-10,7037.49000,-9.99989E-5
3119.50098,-89.91229,4.49401E-10,7000.02000,-9.99981E-5
3120.18555,-89.91557,4.59577E-10,7005.62000,-0.00010
3120.87012,-89.91219,4.38736E-10,7043.79000,-9.99981E-5
