Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
1462.29590,-33.05788,-1.32382E-9,2.40476E-9,-3.72857E-9
1463.76758,-34.06395,-1.27684E-9,2.01690E-9,-3.29374E-9
1464.82520,-35.06762,-1.41965E-9,2.06419E-9,-3.48384E-9
1465.46680,-36.05899,-1.40906E-9,-1.04187E-9,-3.67194E-10
1466.10938,-37.06620,-1.70924E-9,-8.83142E-10,-8.26103E-10
1466.75098,-38.07238,-2.08517E-9,1.20649E-9,-3.29167E-9
1467.39551,-39.07964,-2.01691E-9,1.98853E-9,-4.00543E-9
1468.03809,-40.06763,-2.05532E-9,2.36692E-9,-4.42224E-9
1469.50879,-41.06996,-2.00241E-9,2.05473E-9,-4.05714E-9
1470.57031,-42.07792,-1.60227E-9,2.04527E-9,-3.64754E-9
1471.21191,-43.06640,-2.02364E-9,-8.53102E-10,-1.17054E-9
1471.85449,-44.07285,-2.05037E-9,-9.52853E-10,-1.09751E-9
1472.49707,-45.07761,-1.84771E-9,2.31016E-9,-4.15787E-9
1473.96875,-46.06450,-1.77865E-9,1.92231E-9,-3.70096E-9
1475.02344,-47.07145,-2.28893E-9,1.39267E-9,-3.68160E-9
1475.66602,-48.07877,-2.31209E-9,-9.28713E-10,-1.38338E-9
1476.30762,-49.06669,-1.84142E-9,-9.91826E-10,-8.49593E-10
1476.95020,-50.06918,-2.22373E-9,1.97906E-9,-4.20279E-9
1477.58984,-51.07634,-2.03310E-9,1.99799E-9,-4.03109E-9
1478.22949,-52.06413,-2.28967E-9,-1.01921E-9,-1.27046E-9
1478.87207,-53.06874,-2.01795E-9,-7.57717E-10,-1.26024E-9
1479.51563,-54.07651,-2.27031E-9,9.56836E-10,-3.22715E-9
1480.16016,-55.06572,-2.48367E-9,2.02636E-9,-4.51003E-9
1480.80566,-56.06942,-2.48313E-9,1.96961E-9,-4.45274E-9
1481.44824,-57.07957,-2.78035E-9,-1.00854E-9,-1.77181E-9
1482.09082,-58.06499,-2.51357E-9,-9.64847E-10,-1.54873E-9
1482.73438,-59.07061,-2.50550E-9,-5.48839E-10,-1.95666E-9
1483.37695,-60.07568,-2.32734E-9,1.96015E-9,-4.28749E-9
1484.01953,-61.06273,-2.34472E-9,2.01690E-9,-4.36161E-9
1484.66211,-62.06936,-2.42902E-9,-9.56511E-10,-1.47251E-9
1485.30664,-63.07520,-2.44130E-9,-8.49617E-10,-1.59168E-9
1485.94922,-64.06396,-2.54129E-9,1.91285E-9,-4.45414E-9
1486.59082,-65.06717,-2.99336E-9,1.87503E-9,-4.86839E-9
1487.23535,-66.07623,-2.92623E-9,-2.17492E-10,-2.70874E-9
1487.87891,-67.06367,-2.94890E-9,-8.62679E-10,-2.08622E-9
1488.52246,-68.06847,-3.05791E-9,-1.10373E-9,-1.95418E-9
1489.16699,-69.07570,-2.89658E-9,1.89394E-9,-4.79051E-9
1489.81152,-70.06033,-2.86792E-9,1.82774E-9,-4.69566E-9
1490.45410,-71.06721,-3.06449E-9,-7.67716E-10,-2.29678E-9
1491.09863,-72.07395,-3.04999E-9,-9.55265E-10,-2.09472E-9
1491.74219,-73.06395,-3.42809E-9,1.37167E-9,-4.79976E-9
1492.38281,-74.06562,-2.95970E-9,1.62912E-9,-4.58882E-9
1493.02344,-75.07581,-3.44111E-9,-6.85725E-10,-2.75539E-9
1493.66699,-76.06476,-3.64422E-9,-1.00079E-9,-2.64344E-9
1494.31152,-77.06922,-3.70368E-9,-1.18879E-9,-2.51488E-9
1494.95508,-78.07685,-3.68575E-9,1.78044E-9,-5.46619E-9
1495.59863,-79.06286,-3.66888E-9,1.50617E-9,-5.17504E-9
1496.24023,-80.06876,-3.32032E-9,-1.00527E-9,-2.31505E-9
1496.88379,-81.07529,-3.60804E-9,-9.98726E-10,-2.60931E-9
1497.52344,-82.06207,-4.08406E-9,1.49670E-9,-5.58076E-9
1498.16504,-83.06892,-4.21558E-9,1.45888E-9,-5.67446E-9
1498.80762,-84.07425,-4.26707E-9,-1.44774E-9,-2.81933E-9
1499.45215,-85.08261,-4.43434E-9,-1.40675E-9,-3.02759E-9
1500.09473,-86.06898,-4.47429E-9,1.16803E-9,-5.64233E-9
1500.73828,-87.07538,-4.70706E-9,8.63016E-10,-5.57007E-9
1501.38086,-88.07964,-4.87210E-9,-2.02849E-9,-2.84361E-9
1502.02441,-89.06586,-5.51826E-9,5.12902E-10,-6.03116E-9
1503.49805,-90.07404,-6.11166E-9,-3.28335E-9,-2.82831E-9
1504.13867,-91.08018,-8.31795E-9,-3.85909E-9,-4.45886E-9
1504.78027,-92.06869,-1.38270E-8,-8.06465E-9,-5.76232E-9
1505.42480,-93.07456,-3.29566E-8,-2.93828E-8,-3.57377E-9
1506.84180,-94.08375,-1.71504E-7,-1.66980E-7,-4.52358E-9
1507.48535,-94.65417,-1.00002E-6,-9.98584E-7,-1.43133E-9
