Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
2060.73145,-64.07240,-2.22520E-8,-2.31485E-9,-1.99371E-8
2061.37402,-65.07609,-2.33027E-8,1.93612E-9,-2.52388E-8
2063.26074,-66.08408,-2.27706E-8,3.30485E-9,-2.60755E-8
2063.90430,-67.07285,-2.38746E-8,3.12103E-9,-2.69957E-8
2064.54590,-68.07640,-2.36517E-8,1.95067E-9,-2.56024E-8
2066.42871,-69.08311,-2.37852E-8,3.04529E-9,-2.68305E-8
2067.07129,-70.06888,-2.46430E-8,3.05202E-9,-2.76950E-8
2067.71387,-71.07626,-2.46931E-8,1.97788E-9,-2.66709E-8
2069.59668,-72.08307,-2.49539E-8,3.07750E-9,-2.80314E-8
2070.23926,-73.07167,-2.54540E-8,2.93320E-9,-2.83872E-8
2070.88281,-74.07560,-2.58935E-8,-2.22975E-9,-2.36637E-8
2071.52734,-75.08389,-2.64325E-8,-2.57023E-9,-2.38622E-8
2072.17090,-76.07269,-2.62450E-8,-2.52294E-9,-2.37221E-8
2072.81348,-77.07706,-2.73022E-8,1.78109E-9,-2.90833E-8
2074.70020,-78.08465,-2.74700E-8,2.67621E-9,-3.01462E-8
2075.34375,-79.07071,-2.72800E-8,3.12775E-9,-3.04078E-8
2075.98633,-80.07681,-2.82444E-8,1.65297E-9,-2.98973E-8
2077.86816,-81.08302,-2.79907E-8,2.76398E-9,-3.07547E-8
2078.50977,-82.06983,-2.89635E-8,2.80713E-9,-3.17707E-8
2079.15430,-83.07578,-2.88960E-8,-2.49458E-9,-2.64014E-8
2079.79688,-84.08324,-2.99247E-8,-2.91073E-9,-2.70139E-8
2080.44141,-85.09010,-3.02321E-8,-3.11881E-9,-2.71132E-8
2081.08496,-86.07654,-3.02127E-8,1.22759E-9,-3.14402E-8
2082.96777,-87.08381,-3.11507E-8,2.43632E-9,-3.35871E-8
2083.60938,-88.08833,-3.12410E-8,2.15539E-9,-3.33964E-8
2084.25684,-89.07296,-3.20654E-8,-4.16871E-9,-2.78967E-8
2084.90039,-90.08384,-3.35174E-8,-4.84971E-9,-2.86677E-8
2085.54297,-91.08775,-3.41232E-8,-2.55841E-11,-3.40976E-8
2086.60254,-92.07676,-3.72533E-8,-3.00799E-9,-3.42453E-8
2088.07129,-93.08244,-4.34683E-8,-1.17298E-8,-3.17384E-8
2089.49121,-94.09039,-6.75220E-8,-3.48102E-8,-3.27119E-8
2090.13477,-95.07919,-2.23512E-7,-1.92754E-7,-3.07576E-8
2090.78027,-95.60799,-1.00002E-6,-9.67426E-7,-3.25895E-8
