Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
170.99707,-56.07222,-2.30844E-8,2.27463E-9,-2.53591E-8
171.63867,-57.08181,-2.34722E-8,2.42497E-9,-2.58972E-8
172.28027,-58.06710,-2.38738E-8,2.06816E-9,-2.59419E-8
172.92578,-59.07390,-2.50139E-8,1.24592E-9,-2.62598E-8
174.81250,-60.07920,-2.52439E-8,1.27586E-9,-2.65197E-8
176.69922,-61.06554,-2.54775E-8,1.21755E-9,-2.66951E-8
178.58789,-62.07159,-2.51538E-8,1.23748E-9,-2.63913E-8
180.47266,-63.07848,-2.59292E-8,9.94909E-10,-2.69241E-8
182.35742,-64.06686,-2.65185E-8,9.37994E-10,-2.74565E-8
184.24023,-65.06953,-2.65176E-8,2.28810E-9,-2.88057E-8
184.88770,-66.07756,-2.68671E-8,1.06066E-9,-2.79278E-8
186.77344,-67.06520,-2.68869E-8,1.13546E-9,-2.80223E-8
188.65820,-68.07051,-2.74470E-8,1.18835E-9,-2.86354E-8
190.54395,-69.07758,-2.76436E-8,2.34593E-9,-2.99896E-8
191.18457,-70.06306,-2.79846E-8,2.25346E-9,-3.02380E-8
191.82715,-71.07125,-2.91940E-8,2.37741E-9,-3.15715E-8
192.47363,-72.07738,-2.99308E-8,1.18333E-9,-3.11142E-8
194.35840,-73.06652,-2.98691E-8,2.38769E-9,-3.22568E-8
195.00195,-74.06996,-2.99235E-8,2.32734E-9,-3.22509E-8
195.64355,-75.07930,-3.08456E-8,2.29541E-9,-3.31410E-8
196.28516,-76.06731,-3.08832E-8,2.30427E-9,-3.31875E-8
196.92578,-77.07110,-3.10480E-8,2.26591E-9,-3.33139E-8
197.56836,-78.07922,-3.22049E-8,2.22689E-9,-3.44318E-8
198.21094,-79.06493,-3.18434E-8,2.32757E-9,-3.41710E-8
198.85352,-80.07132,-3.30107E-8,2.21086E-9,-3.52215E-8
199.50195,-81.07716,-3.31285E-8,2.20912E-9,-3.53377E-8
200.14355,-82.06438,-3.32751E-8,2.35151E-9,-3.56266E-8
200.78906,-83.07024,-3.39439E-8,2.21792E-9,-3.61618E-8
201.43750,-84.07690,-3.43318E-8,2.10866E-9,-3.64405E-8
202.07715,-85.08475,-3.49709E-8,2.15521E-9,-3.71261E-8
202.71875,-86.07182,-3.61461E-8,2.18609E-9,-3.83322E-8
203.36035,-87.07809,-3.67816E-8,2.19129E-9,-3.89729E-8
204.00098,-88.08215,-3.71524E-8,2.29364E-9,-3.94460E-8
204.64355,-89.06909,-3.78575E-8,2.06712E-9,-3.99246E-8
205.28809,-90.07764,-3.92265E-8,2.21083E-9,-4.14374E-8
205.92676,-91.08345,-4.07184E-8,2.08933E-9,-4.28077E-8
206.56934,-92.07135,-4.16223E-8,2.06845E-9,-4.36907E-8
207.21094,-93.07768,-4.30958E-8,-2.05892E-10,-4.28899E-8
208.26660,-94.08446,-4.47802E-8,-1.74790E-9,-4.30323E-8
208.91113,-95.07277,-4.57982E-8,-1.80466E-9,-4.39935E-8
209.55664,-96.07835,-4.74313E-8,6.79372E-10,-4.81107E-8
211.02441,-97.08400,-4.76564E-8,1.77394E-9,-4.94304E-8
212.08496,-98.07059,-4.89586E-8,1.83454E-9,-5.07931E-8
212.72754,-99.07740,-4.95411E-8,1.55860E-9,-5.10997E-8
213.37109,-100.08304,-5.10740E-8,1.47850E-9,-5.25525E-8
214.01465,-101.06961,-5.12208E-8,1.64179E-9,-5.28626E-8
214.65625,-102.07609,-5.14048E-8,1.34512E-9,-5.27500E-8
215.30469,-103.08167,-5.16708E-8,1.15690E-9,-5.28277E-8
215.94922,-104.07021,-5.16927E-8,9.41061E-10,-5.26338E-8
216.59082,-105.07633,-5.32349E-8,7.09400E-10,-5.39443E-8
217.23438,-106.08174,-5.34604E-8,-5.56676E-11,-5.34047E-8
217.87598,-107.06746,-5.28415E-8,-1.99841E-10,-5.26416E-8
219.65820,-108.07648,-5.30178E-8,-1.05051E-9,-5.19673E-8
221.85254,-109.08363,-5.34014E-8,-2.83823E-9,-5.05632E-8
223.73926,-110.07117,-5.40917E-8,-3.24870E-9,-5.08430E-8
224.37891,-111.07834,-5.75292E-8,-1.72036E-8,-4.03256E-8
225.02148,-112.08288,-6.40765E-8,-1.02312E-8,-5.38453E-8
225.66211,-113.07148,-7.91315E-8,-3.14209E-8,-4.77106E-8
227.08008,-114.07896,-1.19700E-7,-7.22272E-8,-4.74728E-8
227.72656,-115.08852,-2.71058E-7,-2.24627E-7,-4.64304E-8
229.15137,-115.92723,-1.00002E-6,-9.52313E-7,-4.77025E-8
