Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
4707.53418,-50.07737,-2.63231E-9,-2.70273E-9,7.04270E-11
4708.17285,-51.08121,-2.45825E-9,-3.45413E-9,9.95875E-10
4708.81543,-52.07030,-2.39088E-9,4.17191E-9,-6.56279E-9
4709.45898,-53.07444,-2.57933E-9,-3.59183E-9,1.01249E-9
4710.10645,-54.08115,-2.73695E-9,3.05065E-9,-5.78760E-9
4711.99121,-55.07277,-2.90159E-9,4.12881E-9,-7.03040E-9
4712.63574,-56.07525,-2.55369E-9,-3.46886E-9,9.15172E-10
4713.27930,-57.08661,-2.74833E-9,4.27351E-9,-7.02184E-9
4713.92188,-58.07063,-3.03996E-9,3.06495E-9,-6.10491E-9
4715.80957,-59.07687,-3.16238E-9,3.37846E-9,-6.54084E-9
4716.45313,-60.08124,-2.73368E-9,-3.61074E-9,8.77056E-10
4717.09668,-61.06867,-3.23697E-9,4.08114E-9,-7.31812E-9
4717.74023,-62.07523,-3.44454E-9,3.00122E-9,-6.44576E-9
4719.62793,-63.08076,-3.08248E-9,4.00164E-9,-7.08412E-9
4720.26953,-64.07079,-3.18802E-9,-3.54453E-9,3.56516E-10
4720.91895,-65.07342,-3.31400E-9,4.25363E-9,-7.56763E-9
4721.56348,-66.08131,-3.11109E-9,3.70774E-9,-6.81883E-9
4722.20801,-67.06933,-3.22945E-9,-3.46886E-9,2.39412E-10
4722.85059,-68.07475,-3.13366E-9,4.18335E-9,-7.31702E-9
4723.49316,-69.08108,-3.18247E-9,-2.27710E-9,-9.05372E-10
4724.13672,-70.06643,-3.51286E-9,-3.65804E-9,1.45183E-10
4724.78027,-71.07333,-3.92947E-9,4.18870E-9,-8.11816E-9
4725.42285,-72.08057,-4.00521E-9,-3.59183E-9,-4.13383E-10
4726.06641,-73.06933,-3.72334E-9,2.85403E-9,-6.57737E-9
4727.94727,-74.07352,-3.61497E-9,2.95098E-9,-6.56596E-9
4729.82715,-75.08120,-3.99595E-9,2.91434E-9,-6.91029E-9
4731.70801,-76.07045,-3.46335E-9,3.06817E-9,-6.53152E-9
4733.58887,-77.07553,-4.15950E-9,2.78658E-9,-6.94608E-9
4735.47461,-78.08305,-4.18406E-9,3.35456E-9,-7.53862E-9
4736.11719,-79.07014,-4.10312E-9,-3.62020E-9,-4.82924E-10
4736.75977,-80.07428,-3.79244E-9,4.12256E-9,-7.91500E-9
4737.40918,-81.08063,-3.68453E-9,2.88610E-9,-6.57063E-9
4739.29004,-82.06747,-4.12396E-9,2.66133E-9,-6.78529E-9
4741.17578,-83.07396,-3.85383E-9,3.47076E-9,-7.32459E-9
4741.81836,-84.07978,-4.22836E-9,-3.74315E-9,-4.85207E-10
4742.46289,-85.08811,-4.58340E-9,4.09227E-9,-8.67567E-9
4743.10352,-86.07537,-4.64453E-9,-3.62020E-9,-1.02432E-9
4743.74609,-87.08141,-4.65751E-9,-2.53487E-9,-2.12263E-9
4744.38965,-88.08535,-4.22554E-9,4.06379E-9,-8.28933E-9
4745.03906,-89.07126,-4.38157E-9,-3.85666E-9,-5.24914E-10
4745.68359,-90.08012,-4.84898E-9,2.68145E-9,-7.53043E-9
4747.57227,-91.08627,-4.45241E-9,3.81334E-9,-8.26576E-9
4748.21387,-92.07422,-4.82992E-9,-3.83774E-9,-9.92186E-10
4748.85840,-93.08102,-5.24510E-9,3.79206E-9,-9.03715E-9
4749.50391,-94.08672,-4.68012E-9,2.52205E-9,-7.20217E-9
4751.38672,-95.07344,-4.91937E-9,2.38096E-9,-7.30034E-9
4753.27539,-96.08002,-5.46915E-9,3.15217E-9,-8.62132E-9
4753.91504,-97.08747,-5.23549E-9,-4.38633E-9,-8.49162E-10
4754.55566,-98.07315,-5.48281E-9,3.57204E-9,-9.05486E-9
4755.19922,-99.07941,-5.66211E-9,-4.43362E-9,-1.22849E-9
4755.84766,-100.08564,-5.95779E-9,-3.52795E-9,-2.42984E-9
4756.49023,-101.07292,-5.78377E-9,3.21346E-9,-8.99723E-9
4757.13477,-102.07755,-5.95482E-9,-4.97275E-9,-9.82061E-10
4757.77930,-103.08385,-6.41232E-9,2.96970E-9,-9.38201E-9
4758.42383,-104.07234,-6.53068E-9,2.40405E-9,-8.93473E-9
4759.06738,-105.07909,-7.24654E-9,-5.94698E-9,-1.29956E-9
4759.71094,-106.08351,-7.13812E-9,1.62996E-9,-8.76808E-9
4761.89844,-107.07007,-8.40995E-9,-7.55469E-9,-8.55254E-10
4762.54199,-108.07829,-9.17337E-9,-2.84463E-9,-6.32874E-9
4764.72949,-109.08504,-1.08903E-8,-2.36144E-9,-8.52887E-9
4766.61230,-110.07300,-1.40931E-8,-1.27045E-8,-1.38861E-9
4767.25488,-111.08054,-2.04269E-8,-8.18301E-9,-1.22439E-8
4767.90039,-112.08533,-3.40858E-8,-2.88259E-8,-5.25991E-9
4769.31934,-113.07458,-7.00711E-8,-6.57117E-8,-4.35939E-9
4769.96191,-114.08403,-2.05881E-7,-2.05747E-7,-1.33425E-10
4770.77539,-115.08746,-1.40268E-6,-1.38862E-6,-1.40590E-8
4772.27051,-116.07967,-4.08087E-5,-0.00010,5.91927E-5
4773.60059,-115.82468,-0.00010,-0.00010,-5.87359E-10
