Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
2026.82910,-75.06850,1.28817E-11,8.96950E+8,-3.09784E-6
2027.48340,-76.06468,1.28874E-11,8.20513E+8,-3.10361E-6
2028.13477,-77.06075,1.28821E-11,1.00956E+9,-3.07376E-6
2028.78516,-78.05575,1.28739E-11,1.77528E+9,-3.07685E-6
2029.43652,-79.06232,1.28751E-11,8.16948E+8,-3.11767E-6
2030.08691,-80.05924,1.28704E-11,1.02224E+9,-3.10237E-6
2030.73926,-81.05820,1.28639E-11,6.47607E+8,-3.11583E-6
2031.38965,-82.05651,1.28731E-11,8.50756E+8,-3.08209E-6
2032.04199,-83.04909,1.28657E-11,6.60205E+8,-3.08322E-6
2032.69434,-84.04516,1.28646E-11,5.58492E+8,-3.07542E-6
2033.34668,-85.05051,1.28528E-11,6.44089E+8,-3.07689E-6
2033.99707,-86.04608,1.28643E-11,7.35402E+8,-3.07258E-6
2034.64941,-87.04621,1.28604E-11,6.69107E+8,-3.11664E-6
2035.30078,-88.03726,1.28593E-11,6.29547E+8,-3.07696E-6
2035.95215,-89.04229,1.28557E-11,4.33631E+8,-3.06930E-6
2036.60352,-90.03630,1.28612E-11,2.72603E+8,-3.07949E-6
2037.25488,-91.03657,1.28545E-11,1.18527E+8,-3.08101E-6
2037.90527,-92.02462,1.28773E-11,3.04145E+7,-3.11236E-6
2038.55566,-93.01430,1.40820E-11,2.19983E+6,-3.12309E-6
2039.20703,-93.60737,1.35126E-11,971844.00000,-3.38704E-6
2039.93457,-93.70707,1.36977E-11,913694.00000,-4.14944E-6
2040.62305,-93.94306,1.55087E-11,779453.00000,-4.79915E-6
2041.31543,-93.98973,4.24741E-11,365299.00000,-5.78801E-6
2042.02246,-94.01980,4.58802E-11,290995.00000,-7.24087E-6
2042.69922,-94.04265,7.94285E-11,147557.00000,-8.64007E-6
2043.47070,-94.13734,9.08685E-11,131492.00000,-9.82737E-6
2044.15820,-94.07854,5.23445E-11,223176.00000,-9.95148E-6
2044.87305,-94.08444,8.79624E-11,127856.00000,-9.99973E-6
2045.64648,-94.07631,8.84922E-11,130610.00000,-9.99994E-6
2046.37109,-94.07794,8.98989E-11,136384.00000,-9.99979E-6
2047.09668,-94.08039,3.05145E-11,330991.00000,-1.00001E-5
2047.83594,-94.10217,3.24731E-11,339297.00000,-1.00004E-5
