Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
522.68164,-35.07606,-1.63578E-8,-1.98409E-9,-1.43737E-8
523.32520,-36.06539,-1.68323E-8,-1.65299E-9,-1.51793E-8
523.96875,-37.07249,-1.76073E-8,-1.72867E-9,-1.58786E-8
524.61035,-38.07942,-1.81787E-8,-1.95571E-9,-1.62230E-8
525.25391,-39.08563,-1.81011E-8,-6.21387E-10,-1.74797E-8
525.89453,-40.07264,-1.85652E-8,1.52656E-9,-2.00917E-8
527.36230,-41.07588,-1.88492E-8,2.53403E-9,-2.13832E-8
528.00391,-42.08293,-1.92851E-8,2.89509E-9,-2.21802E-8
528.64453,-43.07548,-1.99615E-8,2.81815E-9,-2.27796E-8
529.28711,-44.07741,-1.99429E-8,2.58923E-9,-2.25321E-8
529.93262,-45.08397,-2.04258E-8,2.85205E-9,-2.32779E-8
530.57324,-46.07154,-2.06733E-8,2.42751E-9,-2.31008E-8
531.21582,-47.07829,-2.13283E-8,-1.89895E-9,-1.94294E-8
532.26855,-48.08540,-2.12701E-8,-1.79489E-9,-1.94752E-8
532.91113,-49.07212,-2.13773E-8,-1.67191E-9,-1.97054E-8
533.55469,-50.07817,-2.22199E-8,-1.78543E-9,-2.04345E-8
534.19629,-51.08318,-2.25952E-8,-1.74759E-9,-2.08476E-8
534.83984,-52.07123,-2.23194E-8,-9.58264E-11,-2.22236E-8
535.48242,-53.07500,-2.30059E-8,1.59639E-9,-2.46023E-8
536.95703,-54.08394,-2.32603E-8,2.79786E-9,-2.60581E-8
537.60254,-55.07246,-2.38551E-8,2.69643E-9,-2.65515E-8
538.24512,-56.07557,-2.40426E-8,2.67103E-9,-2.67136E-8
538.89063,-57.08538,-2.44116E-8,2.69115E-9,-2.71028E-8
539.53125,-58.07129,-2.48302E-8,2.64470E-9,-2.74749E-8
540.17676,-59.07732,-2.47005E-8,2.64605E-9,-2.73465E-8
540.81934,-60.08312,-2.56232E-8,2.49226E-9,-2.81155E-8
541.46094,-61.06963,-2.59716E-8,2.49400E-9,-2.84656E-8
542.10645,-62.07595,-2.60415E-8,-1.78542E-9,-2.42561E-8
543.16309,-63.08221,-2.60795E-8,-1.89894E-9,-2.41806E-8
543.80371,-64.07091,-2.66327E-8,-1.91786E-9,-2.47148E-8
544.44629,-65.07486,-2.74902E-8,-1.92732E-9,-2.55629E-8
545.08594,-66.08256,-2.77954E-8,7.87792E-11,-2.78742E-8
545.73047,-67.06979,-2.79105E-8,1.51007E-9,-2.94206E-8
547.20215,-68.07436,-2.79637E-8,2.63460E-9,-3.05983E-8
547.84375,-69.08183,-2.83183E-8,2.66466E-9,-3.09829E-8
548.48828,-70.06794,-2.87488E-8,2.48511E-9,-3.12339E-8
549.12891,-71.07416,-2.90744E-8,2.63016E-9,-3.17046E-8
549.77148,-72.08173,-3.02480E-8,2.78141E-9,-3.30294E-8
550.41504,-73.07028,-2.99708E-8,2.56598E-9,-3.25368E-8
551.05762,-74.07520,-3.06239E-8,-2.05029E-9,-2.85736E-8
552.11523,-75.08315,-3.09917E-8,-1.88002E-9,-2.91116E-8
552.75879,-76.07082,-3.13108E-8,-2.02192E-9,-2.92889E-8
553.40039,-77.07518,-3.22620E-8,-1.97462E-9,-3.02874E-8
554.04492,-78.08221,-3.17714E-8,-2.08168E-9,-2.96897E-8
554.69141,-79.06881,-3.18782E-8,-1.02603E-9,-3.08521E-8
555.33398,-80.07531,-3.29018E-8,1.61811E-9,-3.45199E-8
556.80176,-81.08184,-3.33135E-8,2.42615E-9,-3.57397E-8
557.44336,-82.06844,-3.28805E-8,2.46484E-9,-3.53454E-8
558.08496,-83.07488,-3.34701E-8,2.47960E-9,-3.59497E-8
558.72754,-84.08138,-3.40237E-8,2.47002E-9,-3.64937E-8
559.37207,-85.08908,-3.44346E-8,2.31339E-9,-3.67480E-8
560.01465,-86.07578,-3.49887E-8,-2.22050E-9,-3.27682E-8
560.65527,-87.08248,-3.48139E-8,-2.22050E-9,-3.25934E-8
561.29785,-88.08678,-3.57158E-8,-2.31508E-9,-3.34007E-8
561.93750,-89.07284,-3.62644E-8,-2.31508E-9,-3.39493E-8
562.57813,-90.08300,-3.63070E-8,-2.34345E-9,-3.39635E-8
563.22266,-91.08817,-3.69719E-8,1.20277E-9,-3.81746E-8
565.10742,-92.07619,-3.73164E-8,2.25766E-9,-3.95740E-8
565.75098,-93.08023,-3.70954E-8,2.24939E-9,-3.93447E-8
566.39551,-94.08880,-3.79821E-8,2.14540E-9,-4.01275E-8
567.04199,-95.07545,-3.80963E-8,2.18068E-9,-4.02770E-8
567.68555,-96.08188,-3.87211E-8,2.16281E-9,-4.08839E-8
568.32813,-97.08893,-3.90636E-8,2.14479E-9,-4.12084E-8
568.97363,-98.07600,-3.99181E-8,9.65221E-10,-4.08833E-8
570.85742,-99.08030,-3.96089E-8,1.91915E-9,-4.15280E-8
571.92090,-100.08608,-4.00724E-8,1.82397E-9,-4.18964E-8
572.56738,-101.07280,-4.13932E-8,1.68511E-9,-4.30783E-8
573.21094,-102.08037,-4.21535E-8,3.23952E-10,-4.24775E-8
573.85156,-103.08442,-4.21502E-8,3.65527E-10,-4.25157E-8
575.32129,-104.07468,-4.28200E-8,1.23322E-9,-4.40532E-8
576.37988,-105.08073,-4.37348E-8,8.51988E-10,-4.45867E-8
577.02344,-106.08521,-4.41761E-8,6.42166E-10,-4.48183E-8
578.80566,-107.07148,-4.45578E-8,1.24322E-10,-4.46822E-8
580.99414,-108.08050,-4.60335E-8,-5.31224E-10,-4.55023E-8
583.18555,-109.08612,-4.68250E-8,-2.56073E-9,-4.42643E-8
585.06641,-110.07464,-4.95238E-8,-2.97038E-9,-4.65534E-8
585.70996,-111.08108,-5.25425E-8,-1.10156E-8,-4.15269E-8
586.35254,-112.08791,-5.98029E-8,-9.79326E-9,-5.00097E-8
586.99414,-113.07540,-7.38431E-8,-2.99313E-8,-4.39118E-8
588.41504,-114.08250,-1.13247E-7,-6.82158E-8,-4.50316E-8
589.05664,-115.09158,-2.53362E-7,-2.08587E-7,-4.47750E-8
589.70410,-115.99422,-1.00002E-6,-9.55445E-7,-4.45709E-8
