Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
3468.07227,-75.05220,1.28534E-11,-1.84008E+8,6.02629E-5
3468.71484,-76.07107,1.29287E-11,-1.39801E+8,6.04140E-5
3469.35742,-77.05898,1.28768E-11,-2.30724E+8,6.02638E-5
3469.99805,-78.06239,1.29003E-11,-2.01430E+8,6.03106E-5
3470.63770,-79.07147,1.29406E-11,-8.17475E+7,6.03194E-5
3471.28418,-80.05783,1.29348E-11,-2.96991E+8,6.03302E-5
3471.92480,-81.07169,1.29328E-11,-1.08319E+8,6.03467E-5
3472.57715,-82.06665,1.29382E-11,-1.02957E+8,6.03419E-5
3473.21973,-83.05527,1.30579E-11,-6.75945E+7,6.04085E-5
3473.87012,-84.06022,1.29020E-11,-1.55154E+8,6.02872E-5
3474.50977,-85.07899,1.29035E-11,-2.24037E+8,6.03702E-5
3475.16016,-86.06018,1.28647E-11,-8.03554E+8,6.04270E-5
3475.80469,-87.06397,1.28382E-11,-2.41709E+9,6.03408E-5
3476.44531,-88.07252,1.28596E-11,5.37687E+7,6.03072E-5
3477.08496,-89.04836,1.32541E-11,5.46982E+6,6.02977E-5
3477.72656,-90.08085,-9.84174E-11,19655.10000,-5.48717E-5
3478.38965,-90.07025,9.62567E-11,7832.81000,-6.32634E-5
3479.13672,-90.02121,5.16254E-10,6123.84000,-6.90902E-5
3479.82617,-89.98991,4.96612E-10,6460.58000,-7.42066E-5
3480.51172,-89.94154,1.04158E-10,8638.46000,-7.86230E-5
3481.21484,-89.91986,1.26990E-10,9043.62000,-8.26336E-5
3481.89258,-89.89845,1.19227E-10,9530.88000,-8.60671E-5
3482.60645,-89.88056,1.24470E-10,9917.54000,-8.92141E-5
3483.28223,-89.88689,4.18636E-10,7719.11000,-9.18305E-5
3484.00488,-89.90586,4.23576E-10,7551.19000,-9.42100E-5
3484.68457,-89.91250,4.31178E-10,7399.67000,-9.61870E-5
3485.36426,-89.91633,1.05764E-10,9260.35000,-9.77472E-5
3486.07031,-89.92004,4.46583E-10,7156.67000,-9.89400E-5
3486.80469,-89.92235,4.62273E-10,7220.82000,-9.97218E-5
3487.49023,-89.92342,4.52198E-10,7105.05000,-9.99993E-5
3488.21289,-89.92944,9.12472E-11,9060.01000,-9.99980E-5
3488.92480,-89.93347,4.45357E-10,7183.72000,-0.00010
3489.62012,-89.92848,4.52317E-10,7129.07000,-0.00010
