Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
98.38477,-92.07114,-3.61226E-8,1.63845E-9,-3.77611E-8
99.02832,-93.07774,-3.69654E-8,-1.46200E-9,-3.55034E-8
99.67090,-94.08467,-3.75884E-8,-1.35917E-9,-3.62292E-8
100.31445,-95.07099,-3.75984E-8,-1.18899E-9,-3.64094E-8
100.95703,-96.07718,-3.77281E-8,1.69520E-9,-3.94233E-8
101.60156,-97.08478,-3.83748E-8,1.45875E-9,-3.98336E-8
102.25000,-98.07038,-3.86831E-8,-9.71202E-10,-3.77119E-8
102.89844,-99.07713,-3.94044E-8,-1.36759E-9,-3.80368E-8
103.53809,-100.08223,-3.98975E-8,-1.52460E-9,-3.83729E-8
104.17969,-101.06963,-4.01411E-8,1.41145E-9,-4.15526E-8
104.82227,-102.07539,-4.05545E-8,1.19392E-9,-4.17484E-8
105.46582,-103.08162,-4.10976E-8,-1.65827E-9,-3.94393E-8
106.10840,-104.07239,-4.17792E-8,-1.68521E-9,-4.00940E-8
106.75000,-105.07732,-4.21262E-8,-1.19879E-9,-4.09274E-8
107.39063,-106.08284,-4.24226E-8,7.39927E-10,-4.31625E-8
108.03125,-107.06883,-4.33426E-8,-1.02899E-9,-4.23136E-8
108.67383,-108.07714,-4.40547E-8,6.26279E-10,-4.46810E-8
110.14258,-109.08327,-4.45306E-8,-2.65485E-9,-4.18757E-8
110.78320,-110.07144,-4.59951E-8,-3.11748E-9,-4.28776E-8
111.42676,-111.07800,-4.72171E-8,-2.49520E-9,-4.47219E-8
113.30762,-112.08204,-4.82245E-8,-4.96029E-9,-4.32642E-8
113.94922,-113.07082,-5.09335E-8,-7.29088E-9,-4.36426E-8
114.59082,-114.07844,-5.64904E-8,-9.66026E-9,-4.68302E-8
115.23145,-115.08491,-6.99152E-8,-2.50439E-8,-4.48713E-8
116.65039,-116.07175,-1.07159E-7,-6.35150E-8,-4.36442E-8
117.30078,-117.08480,-3.39507E-7,-2.90922E-7,-4.85855E-8
118.71777,-117.51514,-1.00001E-6,-9.53608E-7,-4.64067E-8
