Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
6483.58008,-68.07252,-3.52053E-9,3.08576E-9,-6.60629E-9
6485.46484,-69.07993,-3.14282E-9,3.15105E-9,-6.29387E-9
6487.35352,-70.06533,-3.28217E-9,4.15747E-9,-7.43964E-9
6488.00000,-71.07275,-3.48503E-9,-3.81876E-9,3.33733E-10
6488.64453,-72.07917,-3.24826E-9,4.37643E-9,-7.62469E-9
6489.28613,-73.06847,-3.95219E-9,-3.81877E-9,-1.33413E-10
6489.92773,-74.07291,-3.77407E-9,2.95067E-9,-6.72475E-9
6491.81055,-75.07986,-3.53052E-9,3.01938E-9,-6.54990E-9
6493.69141,-76.06897,-3.64982E-9,3.16823E-9,-6.81805E-9
6495.57715,-77.07420,-4.08936E-9,2.97186E-9,-7.06122E-9
6497.45508,-78.08084,-3.68131E-9,2.97448E-9,-6.65578E-9
6499.34082,-79.06803,-4.23118E-9,2.96013E-9,-7.19131E-9
6501.22461,-80.07346,-4.11495E-9,2.04548E-9,-6.16043E-9
6501.86816,-81.08010,-3.74724E-9,-3.77148E-9,2.42389E-11
6502.50977,-82.06584,-4.11208E-9,4.25018E-9,-8.36226E-9
6503.15137,-83.07298,-4.42618E-9,-3.62014E-9,-8.06038E-10
6503.80078,-84.07981,-4.62507E-9,2.83891E-9,-7.46399E-9
6505.68359,-85.08649,-4.12253E-9,3.04568E-9,-7.16820E-9
6507.56445,-86.07404,-4.37029E-9,3.05498E-9,-7.42527E-9
6509.44727,-87.08043,-3.99996E-9,2.78286E-9,-6.78282E-9
6511.32910,-88.08511,-4.47142E-9,2.84423E-9,-7.31564E-9
6513.21094,-89.07033,-4.41058E-9,-2.12572E-9,-2.28486E-9
6513.85449,-90.08079,-4.99139E-9,-3.71473E-9,-1.27666E-9
6514.50098,-91.08572,-4.58191E-9,4.04605E-9,-8.62796E-9
6515.14551,-92.07371,-4.55894E-9,-3.97956E-9,-5.79385E-10
6515.78613,-93.07933,-4.51171E-9,3.93641E-9,-8.44812E-9
6516.43359,-94.08515,-4.68844E-9,4.05034E-9,-8.73878E-9
6517.08203,-95.07349,-4.65077E-9,-4.08360E-9,-5.67168E-10
6517.72363,-96.07912,-4.75729E-9,3.92929E-9,-8.68658E-9
6518.36719,-97.08678,-5.47419E-9,2.68745E-9,-8.16164E-9
6520.25098,-98.07198,-4.96679E-9,2.56922E-9,-7.53602E-9
6522.13477,-99.07872,-5.01278E-9,2.47504E-9,-7.48781E-9
6524.01465,-100.08527,-5.71343E-9,2.39438E-9,-8.10781E-9
6525.90039,-101.07034,-5.24980E-9,2.02648E-9,-7.27628E-9
6526.54297,-102.07774,-5.34559E-9,-4.56598E-9,-7.79607E-10
6527.18652,-103.08221,-6.13866E-9,3.38882E-9,-9.52748E-9
6527.82715,-104.07234,-6.25098E-9,-4.97269E-9,-1.27829E-9
6528.47168,-105.07801,-5.94902E-9,2.94963E-9,-8.89865E-9
6529.11426,-106.08206,-6.36133E-9,2.83013E-9,-9.19145E-9
6529.75586,-107.06958,-6.98486E-9,-5.74828E-9,-1.23658E-9
6530.39941,-108.07926,-7.21861E-9,2.25005E-9,-9.46865E-9
6531.04688,-109.08455,-7.97674E-9,-6.59954E-9,-1.37720E-9
6531.69531,-110.07276,-8.72165E-9,-1.75689E-9,-6.96476E-9
6532.74902,-111.07835,-9.58631E-9,-1.24198E-9,-8.34433E-9
6533.39063,-112.08412,-1.22966E-8,-2.73502E-9,-9.56160E-9
6534.86035,-113.07328,-1.60329E-8,-4.88982E-9,-1.11431E-8
6535.50293,-114.07917,-2.43732E-8,-1.33871E-8,-1.09861E-8
6536.14648,-115.08594,-4.81635E-8,-4.32503E-8,-4.91319E-9
6537.56738,-116.07373,-1.41405E-7,-1.34863E-7,-6.54106E-9
6538.37500,-117.07958,-1.42591E-6,-1.40231E-6,-2.35978E-8
6539.87207,-118.09557,-5.72161E-5,-0.00010,4.27842E-5
6541.20313,-117.79050,-0.00010,-0.00010,-1.71664E-9
