Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
7098.04980,-44.05877,9.66572E-12,-7.09202E+9,6.01724E-5
7098.68945,-45.06101,9.64151E-12,2.22844E+9,6.01385E-5
7099.33203,-46.07196,9.63602E-12,-2.14455E+8,6.02731E-5
7099.97559,-47.07125,9.68050E-12,-6.15084E+8,6.01536E-5
7100.61523,-48.05807,9.65148E-12,-2.19702E+9,6.02373E-5
7101.25684,-49.06291,9.70052E-12,-6.02649E+8,6.03543E-5
7101.89746,-50.06247,9.68409E-12,-3.58237E+9,6.02113E-5
7102.53906,-51.06261,9.64482E-12,-3.69959E+8,6.02240E-5
7103.18750,-52.05033,9.63749E-12,-6.36877E+8,6.02064E-5
7103.83301,-53.06230,9.66411E-12,-6.51976E+8,6.01857E-5
7104.48535,-54.08350,9.65531E-12,1.52068E+9,6.03106E-5
7105.12988,-55.06688,9.70458E-12,-3.06375E+8,6.02832E-5
7105.77051,-56.05136,9.61214E-12,-4.41634E+8,6.02715E-5
7106.41016,-57.07634,9.63392E-12,-8.30596E+8,6.03528E-5
7107.05078,-58.05421,9.66550E-12,-1.50138E+9,6.03503E-5
7107.69238,-59.04931,9.68188E-12,5.57410E+8,6.03366E-5
7108.33496,-60.07315,9.63207E-12,-1.67682E+10,6.02784E-5
7108.98047,-61.05166,9.68383E-12,-6.48938E+8,6.04377E-5
7109.62598,-62.06555,9.62478E-12,-7.75250E+8,6.03329E-5
7110.27246,-63.05879,9.64074E-12,-6.14821E+8,6.02999E-5
7110.92383,-64.05801,9.65440E-12,-6.17088E+8,6.03693E-5
7111.56445,-65.06299,9.59263E-12,-5.40338E+8,6.03632E-5
7112.21680,-66.05864,9.67142E-12,-2.62412E+8,6.03528E-5
7112.85840,-67.06337,9.64577E-12,1.98672E+9,6.02667E-5
7113.50977,-68.05426,9.61371E-12,-1.32706E+9,6.04699E-5
7114.15234,-69.08060,9.63668E-12,-2.49926E+8,6.03587E-5
7114.79395,-70.06299,9.64590E-12,-6.47704E+8,6.04056E-5
7115.43652,-71.06421,9.65000E-12,-5.70030E+8,6.04881E-5
7116.08105,-72.06054,9.64373E-12,-2.39791E+8,6.03236E-5
7116.72168,-73.05775,9.63561E-12,-2.90845E+8,6.04030E-5
7117.36230,-74.05373,9.66270E-12,-2.98017E+8,6.04332E-5
7118.01660,-75.06300,9.63830E-12,-4.73950E+8,6.05112E-5
7118.66406,-76.04975,9.66570E-12,-6.22641E+8,6.03412E-5
7119.30371,-77.04462,9.64547E-12,-3.80066E+8,6.02881E-5
7119.94824,-78.06716,9.59217E-12,-5.71791E+8,6.03620E-5
7120.59082,-79.05238,9.63340E-12,-2.17315E+9,6.04846E-5
7121.23340,-80.06835,9.61934E-12,-3.05068E+8,6.05351E-5
7121.87891,-81.06808,9.63030E-12,-4.82995E+9,6.04703E-5
7122.51953,-82.04535,9.59923E-12,-3.28694E+8,6.04876E-5
7123.16211,-83.06389,9.63023E-12,-1.25470E+9,6.03911E-5
7123.80469,-84.06988,9.62141E-12,-1.94816E+10,6.04540E-5
7124.45215,-85.05908,9.62424E-12,-3.18444E+8,6.04167E-5
7125.09375,-86.06367,9.58755E-12,-2.48283E+8,6.04386E-5
7125.74707,-87.07317,9.60771E-12,-4.44529E+8,6.05914E-5
7126.39648,-88.08148,9.63904E-12,-7.61781E+8,6.05517E-5
7127.04004,-89.05389,9.64369E-12,-1.80379E+8,6.04035E-5
7127.68066,-90.06554,9.65551E-12,8.00856E+8,6.04224E-5
7128.33203,-91.08305,9.64218E-12,-8.54465E+8,6.04944E-5
7128.97949,-92.07061,9.60335E-12,1.49046E+9,6.05019E-5
7129.62793,-93.06748,9.62916E-12,2.24701E+9,6.05768E-5
7130.27246,-94.05728,9.64602E-12,-1.80339E+9,6.04985E-5
7130.92676,-95.06173,9.65074E-12,-1.79049E+9,6.04421E-5
7131.56641,-96.05900,9.58806E-12,-5.52795E+8,6.03569E-5
7132.20801,-97.06895,9.63248E-12,-3.39809E+8,6.04411E-5
7132.84961,-98.05802,9.64036E-12,-6.72737E+8,6.06278E-5
7133.48926,-99.06779,9.62878E-12,-6.59293E+8,6.04379E-5
7134.12891,-100.06255,9.61282E-12,-2.58113E+9,6.05745E-5
7134.77051,-101.06076,9.57052E-12,-1.22402E+9,6.04791E-5
7135.41211,-102.05078,9.60197E-12,-1.77799E+9,6.04544E-5
7136.05566,-103.05577,9.61323E-12,-5.62080E+8,6.05180E-5
7136.69727,-104.05289,9.68785E-12,4.57080E+9,6.05230E-5
7137.33789,-105.06629,9.56392E-12,1.25859E+10,6.05602E-5
7137.97852,-106.07491,9.62338E-12,-5.23990E+8,6.04090E-5
7138.63184,-107.06487,9.61412E-12,3.13920E+9,6.05341E-5
7139.27734,-108.05885,9.62716E-12,-3.46332E+8,6.03912E-5
7139.92090,-109.07104,9.62290E-12,-8.56354E+9,6.04960E-5
7140.56250,-110.05612,9.57415E-12,1.95336E+9,6.05816E-5
7141.20410,-111.06711,9.62379E-12,1.88952E+9,6.05634E-5
7141.85059,-112.06607,9.61334E-12,8.49840E+8,6.06041E-5
7142.49414,-113.04842,9.63420E-12,1.11215E+8,6.04376E-5
7143.14551,-114.07084,1.01730E-11,8.03582E+6,6.05995E-5
7143.78711,-115.08573,6.06329E-12,1.64571E+6,6.00889E-5
7144.42871,-116.07053,-8.72510E-11,154338.00000,5.62978E-5
7145.11914,-117.02563,-1.81190E-10,7246.12000,-5.61297E-5
7145.87695,-116.97453,-1.57073E-10,7348.66000,-6.33714E-5
7146.56055,-116.93691,-1.50612E-10,7707.60000,-6.91306E-5
7147.24805,-116.92483,-1.63981E-10,8219.30000,-7.41370E-5
