Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
5560.95313,-29.07695,-1.64616E-9,4.21924E-9,-5.86540E-9
5561.59668,-30.06417,-1.78511E-9,-3.37425E-9,1.58913E-9
5562.24023,-31.07022,-1.94575E-9,-3.29649E-9,1.35074E-9
5562.88184,-32.07470,-1.96981E-9,4.44648E-9,-6.41629E-9
5563.52539,-33.06216,-1.88942E-9,-3.58232E-9,1.69291E-9
5564.16895,-34.06893,-1.78561E-9,3.17253E-9,-4.95814E-9
5564.80957,-35.07625,-2.10159E-9,4.08435E-9,-6.18594E-9
5565.45410,-36.06640,-1.81076E-9,-3.52557E-9,1.71482E-9
5566.09766,-37.07242,-1.64165E-9,4.49093E-9,-6.13258E-9
5566.74219,-38.07626,-1.81363E-9,3.20354E-9,-5.01716E-9
5568.62988,-39.08270,-2.07708E-9,2.80215E-9,-4.87922E-9
5569.27148,-40.07088,-1.79833E-9,-3.39315E-9,1.59482E-9
5569.91406,-41.07534,-1.85219E-9,4.34103E-9,-6.19322E-9
5570.55664,-42.08293,-1.82595E-9,-3.53503E-9,1.70908E-9
5571.19922,-43.07307,-1.96347E-9,3.17088E-9,-5.13435E-9
5573.07910,-44.07633,-1.93847E-9,3.21367E-9,-5.15213E-9
5574.96094,-45.08341,-2.00862E-9,3.11344E-9,-5.12206E-9
5576.84668,-46.07006,-2.09000E-9,3.13545E-9,-5.22545E-9
5578.73633,-47.07659,-2.22252E-9,3.26526E-9,-5.48778E-9
5579.37891,-48.08340,-2.35320E-9,-3.51611E-9,1.16291E-9
5580.02148,-49.06970,-2.47350E-9,4.44217E-9,-6.91567E-9
5580.66602,-50.07890,-2.59725E-9,-2.91078E-9,3.13534E-10
5581.30762,-51.08030,-2.77546E-9,3.09329E-9,-5.86875E-9
5583.18848,-52.06959,-2.27241E-9,3.01794E-9,-5.29035E-9
5585.07227,-53.07389,-2.76170E-9,3.07122E-9,-5.83292E-9
5586.95605,-54.08121,-2.96812E-9,2.35762E-9,-5.32575E-9
5587.59961,-55.06953,-2.65908E-9,-3.44045E-9,7.81364E-10
5588.24121,-56.07219,-2.52735E-9,4.39941E-9,-6.92676E-9
5588.88281,-57.08361,-2.53686E-9,-3.62016E-9,1.08330E-9
5589.52539,-58.06996,-2.54646E-9,3.03203E-9,-5.57849E-9
5591.41406,-59.07535,-2.68289E-9,3.71683E-9,-6.39973E-9
5592.05566,-60.08088,-2.71646E-9,-3.50665E-9,7.90193E-10
5592.69727,-61.06815,-2.73739E-9,4.37794E-9,-7.11533E-9
5593.34863,-62.07568,-3.18084E-9,3.21489E-9,-6.39573E-9
5595.22754,-63.08042,-2.77353E-9,-2.07844E-9,-6.95094E-10
5595.87207,-64.06908,-3.18648E-9,-3.42000E-9,2.33518E-10
5596.51270,-65.07168,-3.18188E-9,4.33845E-9,-7.52033E-9
5597.15527,-66.08069,-3.59528E-9,-3.59178E-9,-3.49474E-12
5597.79883,-67.06844,-3.17628E-9,3.34187E-9,-6.51816E-9
5598.44238,-68.07228,-3.33608E-9,4.44732E-9,-7.78339E-9
5599.08301,-69.08011,-3.51082E-9,-3.55394E-9,4.31241E-11
5599.72656,-70.06503,-3.62418E-9,4.25263E-9,-7.87682E-9
5600.37012,-71.07246,-3.39063E-9,-2.35274E-9,-1.03789E-9
5601.01270,-72.07970,-3.83002E-9,-3.61333E-9,-2.16683E-10
5601.65430,-73.06776,-3.94605E-9,4.21763E-9,-8.16368E-9
5602.29590,-74.07325,-3.93154E-9,-3.74312E-9,-1.88426E-10
5602.93945,-75.07972,-3.45048E-9,4.35180E-9,-7.80228E-9
5603.58203,-76.07032,-3.79100E-9,2.91696E-9,-6.70796E-9
5605.46680,-77.07380,-3.61047E-9,2.18736E-9,-5.79783E-9
5606.10938,-78.08147,-3.76037E-9,-3.73365E-9,-2.67114E-11
5606.75195,-79.06786,-4.28588E-9,4.23141E-9,-8.51729E-9
5607.39258,-80.07469,-4.35118E-9,-3.72420E-9,-6.26978E-10
5608.03711,-81.08000,-3.79517E-9,3.11020E-9,-6.90537E-9
5609.91895,-82.06596,-4.05120E-9,2.79498E-9,-6.84618E-9
5611.80078,-83.07385,-4.40672E-9,2.96888E-9,-7.37560E-9
5613.68359,-84.07980,-4.13420E-9,2.74939E-9,-6.88360E-9
5615.56836,-85.08811,-4.21940E-9,2.89070E-9,-7.11010E-9
5617.45313,-86.07471,-4.42355E-9,2.51837E-9,-6.94192E-9
5618.09961,-87.08025,-4.14500E-9,-3.72419E-9,-4.20805E-10
5618.74219,-88.08478,-4.08173E-9,4.09320E-9,-8.17494E-9
5619.38477,-89.07020,-4.45157E-9,-3.80932E-9,-6.42250E-10
5620.02930,-90.08093,-4.92763E-9,-3.63137E-9,-1.29626E-9
5620.67773,-91.08598,-4.98412E-9,4.07274E-9,-9.05686E-9
5621.32129,-92.07353,-4.57167E-9,-3.89445E-9,-6.77220E-10
5621.96387,-93.07849,-4.53879E-9,2.69817E-9,-7.23697E-9
5623.84668,-94.08707,-4.68339E-9,2.77255E-9,-7.45594E-9
5625.73242,-95.07347,-4.59211E-9,2.67398E-9,-7.26608E-9
5627.62012,-96.07952,-4.88382E-9,2.59718E-9,-7.48101E-9
5629.49902,-97.08659,-5.34034E-9,2.59017E-9,-7.93051E-9
5631.38672,-98.07262,-5.37628E-9,2.52046E-9,-7.89674E-9
5633.27051,-99.07793,-4.98140E-9,2.49277E-9,-7.47417E-9
5635.15820,-100.08407,-4.90160E-9,3.36258E-9,-8.26418E-9
5635.80078,-101.07133,-5.73473E-9,-4.44303E-9,-1.29169E-9
5636.44141,-102.07795,-5.88432E-9,3.45234E-9,-9.33667E-9
5637.08789,-103.08239,-6.00164E-9,-4.59437E-9,-1.40727E-9
5637.73047,-104.07212,-5.96016E-9,2.19567E-9,-8.15582E-9
5639.61133,-105.07903,-6.42043E-9,-2.83511E-9,-3.58532E-9
5640.25488,-106.08315,-6.09490E-9,-4.30427E-9,-1.79064E-9
5640.89844,-107.07015,-6.88719E-9,2.56817E-9,-9.45536E-9
5641.54395,-108.07771,-6.87740E-9,-6.09826E-9,-7.79138E-10
5642.18750,-109.08461,-8.02298E-9,8.81292E-10,-8.90427E-9
5644.38281,-110.07156,-8.11348E-9,-7.90483E-9,-2.08651E-10
5645.02539,-111.07983,-9.65269E-9,-2.44736E-9,-7.20533E-9
5647.21973,-112.08599,-1.21578E-8,-2.95761E-9,-9.20022E-9
5649.09863,-113.07292,-1.58389E-8,-5.00554E-9,-1.08334E-8
5649.74023,-114.08063,-2.51028E-8,-1.12832E-8,-1.38196E-8
5650.38086,-115.08752,-5.00299E-8,-4.44794E-8,-5.55041E-9
5651.79785,-116.07465,-1.43178E-7,-1.39930E-7,-3.24757E-9
5652.60352,-117.08333,-1.76126E-6,-1.70209E-6,-5.91661E-8
5654.10645,-118.09675,-6.93345E-5,-0.00010,3.06662E-5
5655.43652,-117.74923,-0.00010,-0.00010,-7.18149E-10
