Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
910.79004,-76.07288,-2.94225E-8,2.74430E-9,-3.21668E-8
911.43262,-77.07753,-3.05349E-8,2.64440E-9,-3.31793E-8
912.07324,-78.08503,-3.07787E-8,2.53412E-9,-3.33128E-8
912.71387,-79.07155,-3.09133E-8,2.20152E-9,-3.31148E-8
913.35645,-80.07773,-3.17428E-8,-2.22040E-9,-2.95224E-8
914.00586,-81.08412,-3.17966E-8,-2.29607E-9,-2.95006E-8
914.65234,-82.07109,-3.22505E-8,-2.29607E-9,-2.99544E-8
915.29590,-83.07729,-3.26806E-8,-2.21094E-9,-3.04697E-8
915.94727,-84.08283,-3.27128E-8,-2.32444E-9,-3.03883E-8
916.58984,-85.09163,-3.37192E-8,-2.40957E-9,-3.13096E-8
917.23926,-86.07717,-3.39158E-8,-2.48196E-9,-3.14338E-8
917.87988,-87.08417,-3.38973E-8,2.14710E-9,-3.60444E-8
918.52344,-88.08881,-3.49448E-8,2.63765E-9,-3.75824E-8
919.16504,-89.07386,-3.47462E-8,2.41396E-9,-3.71601E-8
919.80859,-90.08425,-3.58029E-8,2.34327E-9,-3.81462E-8
920.45117,-91.08844,-3.54896E-8,2.47306E-9,-3.79626E-8
921.10059,-92.07748,-3.66137E-8,2.20709E-9,-3.88208E-8
921.74512,-93.08286,-3.66633E-8,1.33684E-9,-3.80001E-8
923.62695,-94.09045,-3.65811E-8,2.26609E-9,-3.88472E-8
924.27344,-95.07767,-3.74487E-8,2.27815E-9,-3.97269E-8
924.91504,-96.08405,-3.81878E-8,2.11618E-9,-4.03040E-8
925.55762,-97.09071,-3.78868E-8,7.92360E-10,-3.86791E-8
927.43848,-98.07750,-3.88477E-8,2.12298E-9,-4.09707E-8
928.08203,-99.08257,-3.86854E-8,3.80809E-10,-3.90662E-8
929.14160,-100.08815,-3.98276E-8,7.70740E-10,-4.05983E-8
930.61230,-101.07426,-3.96765E-8,1.73913E-9,-4.14156E-8
931.67480,-102.08177,-4.05819E-8,1.53220E-9,-4.21141E-8
932.32520,-103.08662,-4.07351E-8,-6.02889E-10,-4.01322E-8
932.96973,-104.07690,-4.15608E-8,6.65578E-11,-4.16274E-8
934.44238,-105.08337,-4.25507E-8,9.87353E-10,-4.35381E-8
935.50293,-106.08730,-4.25440E-8,5.26057E-10,-4.30700E-8
936.14453,-107.07437,-4.40273E-8,-2.11016E-11,-4.40062E-8
937.92188,-108.08258,-4.50158E-8,-7.24654E-10,-4.42911E-8
940.11133,-109.08875,-4.71626E-8,-5.00122E-9,-4.21614E-8
940.75391,-110.07639,-4.86447E-8,-6.61156E-9,-4.20331E-8
941.39453,-111.08253,-5.21110E-8,-9.75885E-9,-4.23521E-8
942.03906,-112.08884,-6.01094E-8,-1.05328E-8,-4.95766E-8
942.67969,-113.07660,-7.50510E-8,-3.30567E-8,-4.19942E-8
944.09570,-114.08635,-1.18767E-7,-7.56972E-8,-4.30701E-8
944.73633,-115.09531,-2.96621E-7,-2.43959E-7,-5.26619E-8
946.15527,-115.86744,-1.00002E-6,-9.55984E-7,-4.40323E-8
